PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P70;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5222S1;P5222S2;P5222S3;P5222S4;P5222S5;P5222S6;P5222S7;P5222S8;P5222S9;P5222S10;P5222S8A1;P6008
20240522;05;2024;7770607;1;1;01;;1;235.82445649;05;2;1;4;1;2;1;1;1;3;1;1;4;2;1;1;1;1;1;3;3;;;;;1100000;;1;;;;;;;;;;3
20240518;05;2024;7770608;1;1;01;;1;305.77211253;05;1;1;4;1;4;1;1;1;3;1;1;4;2;1;1;1;1;3;3;2;;2000000;420000000;1800000;;;1;;1;;;;;;;;2
20240518;05;2024;7770609;1;1;01;;1;241.49212487;05;2;1;4;1;4;1;1;1;3;1;1;3;2;1;1;1;1;3;3;3;;;;;1600000;;1;;;;;1;;;;;2
20240518;05;2024;7770610;1;1;01;;1;169.12216964;05;1;1;4;1;4;1;1;1;3;1;1;5;3;1;1;1;1;1;3;1;;;750000000;2000000;;;1;;;;;;;;;;4
20240522;05;2024;7770611;1;1;01;;1;267.49881587;05;2;1;4;1;2;1;1;1;3;1;1;3;1;1;1;1;1;1;3;3;;;;;600000;;;;;;;;;1;;;3
20240522;05;2024;7770612;1;1;01;;1;366.11953805;05;2;1;4;1;2;1;1;1;3;1;1;4;3;1;1;1;1;1;3;1;;;156000000;900000;;;1;;;;;;;;;;4
20240522;05;2024;7770613;1;1;01;;1;283.35075985;05;2;1;4;1;2;1;1;1;3;1;1;4;2;1;1;1;1;1;3;1;;;150000000;1200000;;;;;;;;;;1;;;2
20240522;05;2024;7770614;1;1;01;;1;310.73446493;05;2;1;4;1;2;1;1;1;3;1;1;4;3;1;1;1;1;1;3;4;;;;900000;;;1;;;;;;;;;;3
20240522;05;2024;7770615;1;1;01;;1;331.37721105;05;2;1;4;1;2;1;1;1;3;1;1;4;1;1;1;1;1;1;3;1;;;150000000;1000000;;;1;;;;;;;;;;2
20240522;05;2024;7770616;1;1;01;;1;321.63381388;05;2;1;4;1;2;1;1;1;3;1;1;4;2;1;1;1;1;1;3;1;;;8000000;700000;;;1;;;;;;;;;;3
20240518;05;2024;7770617;1;1;01;05;1;1422.9880207;05;2;1;4;1;5;1;1;1;2;1;1;4;3;1;1;1;1;1;3;1;;;550000000;3500000;;;1;;;;;1;;;;;3
20240518;05;2024;7770618;1;1;01;05;1;1243.7321062;05;2;1;4;1;5;1;1;1;2;1;1;4;2;1;1;1;1;1;3;4;;;;3000000;;;1;;;;;;;;;;2
20240518;05;2024;7770619;1;1;01;05;1;1474.1998875;05;2;1;4;1;5;1;1;1;2;1;1;4;3;1;1;1;1;1;3;1;;;600000000;3600000;;;1;;;;1;1;;;;;5
20240518;05;2024;7770620;1;1;01;05;1;1263.3326936;05;2;1;4;1;5;1;1;1;2;1;1;5;1;1;1;1;1;1;3;1;;;540000000;2500000;;;1;;;;;;;;;;1
20240518;05;2024;7770621;1;1;01;05;1;1433.5137996;05;2;1;4;1;5;1;1;1;2;1;1;4;2;1;1;1;1;1;3;1;;;99;99;;;1;;;;;;;;;;2
20240518;05;2024;7770622;1;1;01;05;1;1279.7345102;05;2;1;4;1;5;1;1;1;2;1;1;4;2;1;1;1;1;1;3;1;;;310000000;2000000;;;1;;;;;;;;;;3
20240518;05;2024;7770624;1;1;01;05;1;1294.943973;05;2;1;4;1;5;1;1;1;2;1;1;5;3;1;1;1;1;1;3;1;;;800000000;4500000;;;1;;;;;;;;;;4
20240518;05;2024;7770625;1;1;01;05;1;1451.314068;05;2;1;4;1;5;1;1;1;2;1;1;5;2;1;1;1;1;1;3;1;;;800000000;3800000;;;1;;;;;1;;;;;3
20240518;05;2024;7770626;1;1;01;05;1;1147.8347334;05;2;1;4;1;5;1;1;1;2;1;1;5;2;1;1;1;1;1;3;1;;;850000000;3400000;;;1;;;;;;;;;;2
20240518;05;2024;7770627;1;1;01;05;1;1422.9880207;05;2;1;4;1;5;1;1;1;2;1;1;4;2;1;1;1;1;1;3;1;;;280000000;3000000;;;1;;;;;;;;;;3
20240518;05;2024;7770628;1;1;01;05;1;1495.3658225;05;2;1;4;1;5;1;1;1;2;1;1;4;3;1;1;1;1;1;3;1;;;250000000;3200000;;;1;;;;;;;;;;3
20240518;05;2024;7770629;1;1;01;05;1;1054.393104;05;1;1;4;1;2;1;1;1;2;1;1;4;3;1;1;1;1;1;3;4;;;;600000;;;1;;;;;;;;;;4
20240518;05;2024;7770630;1;1;01;05;1;1039.3893633;05;2;1;2;1;2;2;1;1;2;1;1;3;2;1;1;1;1;1;4;4;;;;300000;;;1;;;;;;;;;;2
20240518;05;2024;7770631;1;1;01;05;1;1263.3326936;05;2;1;4;1;5;1;1;1;2;1;1;4;1;1;1;1;1;1;3;3;;;;;2600000;;1;;;;;1;;;;;1
20240518;05;2024;7770632;1;1;01;05;1;1116.3966337;05;2;1;4;1;5;1;1;1;2;1;1;4;2;1;1;1;1;1;3;3;;;;;1800000;;1;;;;;1;;;;;3
20240518;05;2024;7770633;1;1;01;05;1;1143.9947806;05;2;1;4;1;5;1;1;1;2;1;1;4;3;1;1;1;1;1;3;1;;;420000000;2000000;;;1;;;1;1;1;1;;;AHORROS EN FONDO DE INVERSION;5
20240518;05;2024;7770634;1;1;01;05;1;1155.6473705;05;2;1;4;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;3;1;;;30000000;500000;;;;;;;;;;1;;;1
20240518;05;2024;7770635;1;1;01;05;1;1280.5773466;05;1;1;4;1;2;1;1;1;2;1;1;2;1;1;1;1;1;1;3;1;;;40000000;500000;;;1;;;;;;;;;;1
20240518;05;2024;7770636;1;1;01;05;1;1135.3997765;05;2;1;4;1;3;1;1;1;2;1;1;4;3;1;1;1;1;1;3;1;;;230000000;1500000;;;1;;;;;;;;;;3
20240518;05;2024;7770637;1;1;01;05;1;1166.4937031;05;2;1;4;1;3;1;1;1;2;1;1;4;3;1;1;1;1;1;3;3;;;;;750000;;1;;;;;;;;;;4
20240518;05;2024;7770638;1;1;01;05;1;982.036383;05;2;1;4;1;3;1;1;1;2;1;1;5;2;1;1;1;1;1;3;6;;;;1300000;;;1;;;;;;;;;;2
20240518;05;2024;7770639;1;1;01;05;1;1126.0051435;05;2;1;4;1;3;2;1;1;2;1;1;1;1;1;1;1;1;2;4;3;;;;;350000;;1;;;;;;;;;;2
20240518;05;2024;7770640;1;1;01;05;1;1107.9825575;05;2;1;4;1;3;1;1;1;2;1;1;1;1;1;1;1;1;2;3;5;;;;550000;;;1;;;;1;;;;;;1
20240518;05;2024;7770641;1;1;01;05;1;1513.4095914;05;1;1;2;1;1;2;1;1;2;1;1;4;3;1;1;1;1;1;1;4;;;;300000;;;;;;;;;;1;;;1
20240518;05;2024;7770642;1;1;01;05;1;1346.6376273;05;2;1;4;1;1;2;1;1;2;1;1;3;2;1;1;1;1;1;4;3;;;;;450000;;1;;;;;;;;;;5
20240518;05;2024;7770643;1;1;01;05;1;1411.6335072;05;2;1;4;1;1;1;1;1;2;1;1;5;2;1;1;1;1;1;4;1;;;60000000;400000;;;1;;;;;;;;;;4
20240518;05;2024;7770644;1;1;01;05;1;1122.2954757;05;2;1;4;1;2;1;1;1;2;1;1;2;1;1;1;1;1;1;3;3;;;;;380000;;1;;;;;;;;;;2
20240518;05;2024;7770645;1;1;01;05;1;1411.6335072;05;2;1;4;1;1;2;1;1;2;1;1;4;2;1;1;1;1;1;4;1;;;52000000;500000;;;1;;;;;;;;;;4
20240518;05;2024;7770646;1;1;01;05;1;1154.0148779;05;2;1;2;1;2;1;1;1;2;1;1;2;1;1;1;1;1;1;3;3;;;;;400000;;1;;;;;;;;;;2
20240518;05;2024;7770647;1;1;01;05;1;1280.5773466;05;2;1;4;1;2;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;;;100000000;400000;;;1;;;;;;;;;;1
20240518;05;2024;7770648;1;1;01;05;1;1136.2415539;05;2;1;4;1;5;1;1;1;2;1;1;3;1;1;1;1;1;1;3;1;;;400000000;2500000;;;1;;;;1;1;1;;;AHORRO PARA EL FOMENTO DE LA CONSTRUCCION;2
20240518;05;2024;7770649;1;1;01;05;1;1365.7650742;05;2;1;4;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;4;3;;;;;350000;;1;;;;;;;;;;1
20240518;05;2024;7770650;1;1;01;05;1;1326.3491986;05;2;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;4;3;;;;;350000;;1;;;;;;;;;;2
20240518;05;2024;7770651;1;1;01;05;1;1877.926977;05;2;1;4;1;4;1;1;1;2;1;1;3;1;1;1;1;1;1;3;3;;;;;1500000;;1;;;;;;;;;;1
20240518;05;2024;7770652;1;1;01;05;1;1145.226837;05;2;1;4;1;2;1;1;1;2;1;1;2;1;1;1;1;1;1;3;3;;;;;650000;;1;;;;;;;;;;2
20240518;05;2024;7770653;1;1;01;05;1;1330.0980355;05;2;1;4;1;2;1;1;1;2;1;1;3;2;1;1;1;1;1;3;3;;;;;550000;;1;;;;;;;;;;4
20240518;05;2024;7770654;1;1;01;05;1;1246.3057422;05;2;1;4;1;2;1;1;1;2;1;1;3;2;1;1;1;1;1;3;3;;;;;650000;;1;;;;;;;;;;3
20240518;05;2024;7770655;1;1;01;05;1;1228.1011098;05;2;1;4;1;2;1;1;1;2;1;1;3;1;1;1;1;1;1;3;3;;;;;550000;;1;;;;;;;;;;2
20240518;05;2024;7770656;1;1;01;05;1;1202.0485733;05;2;1;4;1;2;1;1;1;2;1;1;3;1;1;1;1;1;1;3;3;;;;;500000;;;;;;;;;1;;;1
20240518;05;2024;7770657;1;1;01;05;1;1262.8108934;05;2;1;4;1;2;1;1;1;2;1;1;3;1;1;1;1;1;1;3;3;;;;;500000;;1;;;;;;;;;;2
20240518;05;2024;7770658;1;1;01;05;1;1473.0545745;05;2;1;4;1;4;1;1;1;2;1;1;3;2;1;1;1;1;1;3;2;;1200000;350000000;1700000;;;1;;1;;;;;;;;2
20240518;05;2024;7770659;1;1;01;05;1;1341.7778457;05;2;1;4;1;2;1;1;1;2;1;1;3;2;1;1;1;1;1;3;3;;;;;550000;;1;;;;;;;;;;4
20240518;05;2024;7770660;1;1;01;05;1;1812.0760104;05;2;1;4;1;4;1;1;1;2;1;1;3;2;1;1;1;1;1;3;3;;;;;1500000;;1;;;;1;;;;;;2
20240518;05;2024;7770661;1;1;01;05;1;1281.2981726;05;2;1;4;1;6;1;1;1;2;1;1;3;1;1;1;1;1;1;3;3;;;;;3000000;;1;;;;;1;;;;;3
20240518;05;2024;7770662;1;1;01;05;1;905.64380117;05;2;1;4;1;3;1;1;1;2;1;1;4;2;1;1;1;1;1;3;3;;;;;1100000;;1;;;;;;;;;;2
20240518;05;2024;7770663;1;1;01;05;1;1736.3156179;05;2;1;4;1;4;1;1;1;2;1;1;3;2;1;1;1;1;1;3;3;;;;;1600000;;1;;;;;;;;;;4
20240518;05;2024;7770664;1;1;01;05;1;1300.1032918;05;2;1;4;1;6;1;1;1;2;1;1;2;1;1;1;1;1;1;3;1;;;620000000;3000000;;;1;;;;;1;;;;;1
20240518;05;2024;7770665;1;1;01;05;1;1343.7665116;05;2;1;4;1;6;1;1;1;2;1;1;4;3;1;1;1;1;1;3;3;;;;;3700000;;1;;;;;1;;;;;4
20240518;05;2024;7770666;1;1;01;05;1;1476.2444856;05;2;1;4;1;6;1;1;1;2;1;1;4;3;1;1;1;1;1;3;3;;;;;6000000;;1;;;;;;;;;;4
20240518;05;2024;7770667;1;1;01;05;1;1711.9345393;05;2;1;4;1;4;1;1;1;2;1;1;2;2;1;1;1;1;1;3;3;;;;;1500000;;1;;;;;;;;;;2
20240518;05;2024;7770668;1;1;01;05;1;1326.8873033;05;2;1;4;1;6;1;1;1;2;1;1;3;2;1;1;1;1;1;3;1;;;98;5000000;;;1;;1;;;;;;;;2
20240518;05;2024;7770669;1;1;01;05;1;1812.0760104;05;2;1;4;1;4;1;1;1;2;1;1;3;2;1;1;1;1;1;3;3;;;;;1600000;;1;;;;;;;;;;2
20240518;05;2024;7770670;1;1;01;05;1;866.13322122;05;2;1;4;1;3;1;1;1;2;1;1;4;3;1;1;1;1;1;3;1;;;220000000;1000000;;;1;;;;;;;;;;3
20240518;05;2024;7770671;1;1;01;05;1;1632.4746305;05;2;1;4;1;4;1;1;1;2;1;1;3;1;1;1;1;1;1;3;3;;;;;1500000;;1;;;;;;;;;;2
20240518;05;2024;7770672;1;1;01;05;1;976.00335573;05;2;1;4;1;3;1;1;1;2;1;1;4;3;1;1;1;1;1;3;1;;;250000000;1800000;;;1;1;;;;1;;;;;4
20240518;05;2024;7770673;1;1;01;05;1;997.18430175;05;2;1;4;1;3;2;1;1;2;1;1;4;1;1;1;1;1;1;4;3;;;;;1100000;;1;;;;;;;;;;1
20240518;05;2024;7770674;1;1;01;05;1;997.18430175;05;2;1;4;1;3;1;1;1;2;1;1;4;1;1;1;1;1;1;3;6;;;;1200000;;;1;;;;;;;;;;1
20240518;05;2024;7770675;1;1;01;05;1;1892.0189265;05;2;1;4;1;4;1;1;1;2;1;1;3;1;1;1;1;1;1;3;1;;;250000000;1200000;;;;;;;;;;1;;;2
20240518;05;2024;7770676;1;1;01;05;1;1661.9738363;05;2;1;4;1;4;1;1;1;2;1;1;2;1;1;1;1;1;1;3;1;;;250000000;1500000;;;1;;;;;;;;;;1
20240518;05;2024;7770677;1;1;01;05;1;957.67372179;05;2;1;4;1;3;1;1;1;2;1;1;4;2;1;1;1;1;1;3;1;;;300000000;1500000;;;1;;;;;;;;;;2
20240518;05;2024;7770678;1;1;01;05;1;1661.9738363;05;2;1;4;1;4;1;1;1;2;1;1;3;1;1;1;1;1;1;3;3;;;;;1300000;;1;;;;;;;;;;1
20240518;05;2024;7770679;1;1;01;05;1;1869.7205658;05;2;1;4;1;3;1;1;1;2;1;1;4;1;1;1;1;1;1;3;3;;;;;850000;;1;;;;;;;;;;1
20240518;05;2024;7770680;1;1;01;05;1;1316.9825001;05;2;1;4;1;6;1;1;1;2;1;1;3;2;1;1;1;1;1;3;1;;;600000000;4500000;;;1;;;;;1;;;;;3
20240518;05;2024;7770681;1;1;01;05;1;1452.3613512;05;1;1;4;1;3;1;1;1;2;1;1;4;3;1;1;1;1;1;3;3;;;;;750000;;1;;;;;;;;;;4
20240518;05;2024;7770682;1;1;01;05;1;2227.1446001;05;1;1;4;1;3;1;1;1;2;1;1;3;2;1;1;1;1;1;3;1;;;200000000;800000;;;1;;;;;;;;;;5
20240518;05;2024;7770683;1;1;01;05;1;2112.6678492;05;2;1;4;1;3;1;1;1;2;1;1;3;1;1;1;1;1;1;3;3;;;;;650000;;1;;;;;;;;;;1
20240518;05;2024;7770684;1;1;01;05;1;1556.2176959;05;2;1;4;1;2;2;1;1;2;1;1;3;2;1;1;1;1;3;4;4;;;;800000;;;1;;;;;;;;;;2
20240518;05;2024;7770685;1;1;01;05;1;1286.2279565;05;2;1;4;1;3;1;1;1;2;1;1;4;3;1;1;1;1;1;3;1;;;190000000;1100000;;;1;;;;;;;;;;4
20240518;05;2024;7770686;1;1;01;05;1;1223.335223;05;2;1;4;1;3;1;1;1;2;1;1;1;1;1;1;1;1;1;3;4;;;;600000;;;1;;;;;;;;;;2
20240518;05;2024;7770687;1;1;01;05;1;3935.0732593;05;2;1;4;1;2;1;1;1;3;1;1;6;1;1;1;1;1;1;3;4;;;;600000;;;;;;;;;;1;;;1
20240518;05;2024;7770688;1;1;01;05;1;1040.4690941;05;2;1;4;1;4;1;1;1;2;1;1;3;1;1;1;1;1;1;3;4;;;;2000000;;;1;;;;;;;;;;1
20240518;05;2024;7770689;1;1;01;05;1;830.98691813;05;1;1;4;1;4;1;1;1;2;1;1;5;1;1;1;1;1;1;3;1;;;250000000;2000000;;;1;;;;;;;;;;1
20240518;05;2024;7770690;1;1;01;05;1;1765.5453158;05;2;1;4;1;2;1;1;1;3;1;1;4;2;1;1;1;1;1;3;3;;;;;850000;;1;;;;;;;;;;2
20240518;05;2024;7770691;1;1;01;05;1;1021.0605503;05;2;1;4;1;4;1;1;1;2;1;1;4;3;1;1;1;1;1;3;2;;1800000;210000000;3000000;;;1;;1;;;;;;;;3
20240518;05;2024;7770692;1;1;01;05;1;830.98691813;05;2;1;4;1;4;1;1;1;2;1;1;3;1;1;1;1;1;1;3;1;;;25000000;2800000;;;1;;;;;;;;;;1
20240518;05;2024;7770693;1;1;01;05;1;938.96348852;05;2;1;4;1;4;1;1;1;2;1;1;2;1;1;1;1;1;1;3;3;;;;;1300000;;1;;;;;;;;;;1
20240518;05;2024;7770694;1;1;01;05;1;946.00946323;05;2;1;4;1;4;1;1;1;2;1;1;4;1;1;1;1;1;1;3;3;;;;;1500000;;1;;;;1;1;;;;;2
20240518;05;2024;7770695;1;1;01;05;1;1077.639985;05;2;1;4;1;4;1;1;1;2;1;1;4;3;1;1;1;1;1;3;3;;;;;2250000;;1;;;;;;;;;;4
20240518;05;2024;7770696;1;1;01;05;1;1208.7082445;05;3;1;4;1;3;2;1;1;2;1;1;1;1;1;1;1;1;2;4;3;;;;;500000;;1;;;;;;;;;;1
20240518;05;2024;7770697;1;1;01;05;1;1298.2124592;05;3;1;4;1;3;2;1;1;2;1;1;1;1;1;1;1;1;2;4;3;;;;;400000;;1;;;;;;;;;;1
20240518;05;2024;7770698;1;1;01;05;1;1382.439128;05;2;1;4;1;3;1;1;1;2;1;1;2;1;1;1;1;1;1;3;3;;;;;650000;;1;;;;;;;;;;1
20240518;05;2024;7770699;1;1;01;05;1;1513.4095914;05;3;1;4;1;3;2;1;1;2;1;1;1;1;1;2;1;1;6;;4;;;;300000;;;;;;;;;;1;;;1
20240518;05;2024;7770700;1;1;01;05;1;2589.4685102;05;2;1;4;1;3;2;1;1;3;1;1;4;2;1;1;1;1;1;4;1;;;350000000;1100000;;;1;;;;;1;;;;;3
20240518;05;2024;7770701;1;1;01;05;1;1208.7082445;05;3;1;4;1;3;2;1;1;2;1;1;2;1;1;1;1;1;1;1;3;;;;;350000;;;;;;;;;1;;;1
20240518;05;2024;7770702;1;1;01;05;1;3552.5062558;05;2;1;4;1;3;1;1;1;3;1;1;4;2;1;1;1;1;1;3;4;;;;1000000;;;;;;;;;;1;;;2
20240518;05;2024;7770703;1;1;01;05;1;7849.1276997;05;2;1;4;1;3;1;1;1;2;1;1;3;3;1;1;1;1;1;3;3;;;;;800000;;1;;;;;;;;;;6
20240518;05;2024;7770704;1;1;01;05;1;1261.345951;05;3;1;4;1;3;1;1;1;2;1;1;2;1;1;2;1;1;1;3;3;;;;;560000;;1;;;;;;;;;;2
20240518;05;2024;7770705;1;1;01;05;1;4455.767233;05;2;1;4;1;3;1;1;1;2;1;1;3;2;1;1;1;1;1;4;3;;;;;850000;;1;;;;;;;;;;3
20240518;05;2024;7770706;1;1;01;05;1;1251.951318;05;3;1;4;1;3;1;1;1;2;1;1;2;1;1;2;1;1;1;3;3;;;;;560000;;;;;;;;;1;;;1
20240518;05;2024;7770707;1;1;01;05;1;4074.9157897;05;2;1;4;1;3;1;1;1;2;1;1;4;2;1;1;1;1;1;3;3;;;;;650000;;1;;;;;;;;;;2
20240518;05;2024;7770708;1;1;01;05;1;6419.6510604;05;2;1;2;1;3;1;1;1;3;1;1;4;2;1;1;1;1;1;3;3;;;;;650000;;;;;;;;;1;;;3
20240518;05;2024;7770709;1;1;01;05;1;1765.5453158;05;2;1;4;1;2;1;1;1;3;1;1;4;2;1;1;1;1;1;3;3;;;;;850000;;1;;;;;;;;;;2
20240518;05;2024;7770710;1;1;01;05;1;5613.6788223;05;2;1;4;1;2;1;1;1;3;1;1;4;2;1;1;1;1;1;3;3;;;;;850000;;1;;;;;;;;;;2
20240518;05;2024;7770711;1;1;01;05;1;1400.1708216;05;3;1;4;1;3;2;1;1;2;1;1;1;1;1;1;1;2;2;4;3;;;;;400000;;;;;;;;;1;;;3
20240518;05;2024;7770712;1;1;01;05;1;3337.2936434;05;2;1;4;1;2;1;1;1;2;1;1;4;1;1;1;1;1;1;3;3;;;;;750000;;1;;;;;;;;;;1
20240518;05;2024;7770713;1;1;01;05;1;3196.3351952;05;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;1000000;;1;;;;;;;;;;2
20240518;05;2024;7770714;1;1;01;05;1;1400.1708216;05;3;1;4;1;3;2;1;1;2;1;1;1;1;1;1;1;1;2;4;3;;;;;520000;;1;;;;;;;;;;3
20240518;05;2024;7770716;1;1;01;05;1;848.35905683;05;2;1;4;1;3;2;1;1;2;1;1;2;2;1;1;1;1;1;4;3;;;;;780000;;1;;;;;;;;;;4
20240518;05;2024;7770717;1;1;01;05;1;805.80549637;05;2;1;4;1;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;3;;;;;400000;;1;;;;1;;;;;;1
20240518;05;2024;7770718;1;1;01;05;1;825.74529198;05;2;1;4;1;3;2;1;1;2;1;1;5;3;1;1;1;1;1;1;4;;;;2500000;;;1;;;;;;;;;;3
20240518;05;2024;7770719;1;1;01;05;1;1001.2353574;05;2;1;4;1;3;1;1;1;2;1;1;3;2;1;1;1;1;1;3;4;;;;2800000;;;1;;;;;;;;;;3
20240518;05;2024;7770720;1;1;01;05;1;910.51004948;05;2;1;4;1;3;2;1;1;2;1;1;1;1;1;1;1;1;1;4;3;;;;;1000000;;1;;;;;;;;;;1
20240518;05;2024;7770721;1;1;01;05;1;805.80549637;05;2;1;4;1;3;1;1;1;2;1;1;3;1;1;1;1;1;1;3;1;;;200000000;1600000;;;1;;;;;;;;;;1
20240518;05;2024;7770722;1;1;01;05;1;1233.8426847;05;2;1;4;1;3;1;1;1;2;1;1;4;3;1;1;1;1;1;3;2;;1000000;200000000;1500000;;;1;;;;1;1;;;;;3
20240518;05;2024;7770723;1;1;01;05;1;1251.951318;05;2;1;4;1;3;1;1;1;2;1;1;2;1;1;1;1;1;1;3;3;;;;;550000;;1;;;;1;;;;;;1
20240518;05;2024;7770724;1;1;01;05;1;1279.368537;05;2;1;4;1;3;1;1;1;2;1;1;4;2;1;1;1;1;1;3;1;;;75000000;800000;;;1;;;;;;;;;;3
20240518;05;2024;7770725;1;1;01;05;1;1279.368537;05;2;1;4;1;3;1;1;1;2;1;1;3;2;1;1;1;1;1;3;1;;;100000000;800000;;;1;;;;1;;1;;;PRESTAMO HIPOTECARIO;3
20240518;05;2024;7770726;1;1;01;05;1;1208.0506736;05;2;1;4;1;3;1;1;1;2;1;1;3;1;1;1;1;1;1;3;2;;1000000;140000000;900000;;;1;;1;;1;1;;;;;2
20240518;05;2024;7770727;1;1;01;05;1;2622.0514369;05;2;1;4;1;3;1;1;1;3;1;1;3;1;1;1;1;1;1;3;3;;;;;1140000;;1;;;;;;;;;;1
20240518;05;2024;7770728;1;1;01;05;1;3149.8273286;05;2;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;1;3;2;;1700000;230000000;1300000;;;1;;;;;;;;;;3
20240518;05;2024;7770729;1;1;01;05;1;1387.157118;05;2;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;1;3;3;;;;;1150000;;1;;;;;;;;;;4
20240518;05;2024;7770730;1;1;01;05;1;3730.2405046;05;2;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;904000;;1;;;;;;;;;;2
20240518;05;2024;7770731;1;1;01;05;1;5118.5300238;05;2;1;4;1;3;1;1;1;2;1;1;3;1;1;1;1;1;1;3;3;;;;;1000000;;1;;;;;;;;;;2
20240518;05;2024;7770732;1;1;01;05;1;1387.157118;05;2;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;1;3;3;;;;;1500000;;1;;;;;;;;;;4
20240518;05;2024;7770733;1;1;01;05;1;1121.6751679;05;2;1;4;1;2;1;1;1;3;1;1;4;2;1;1;1;1;1;3;1;;;150000000;650000;;;1;;;;;;;;;;3
20240518;05;2024;7770734;1;1;01;05;1;1114.6120542;05;2;1;2;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;350000;;1;;;;;;;;;;3
20240518;05;2024;7770735;1;1;01;05;1;1128.5070991;05;2;1;2;1;2;1;1;1;2;1;1;4;3;1;1;1;1;1;3;1;;;120000000;600000;;;;;;;;;;1;;;3
20240518;05;2024;7770736;1;1;01;05;1;1071.0252788;05;2;1;4;1;1;1;1;1;2;1;1;3;1;1;1;1;1;1;3;3;;;;;700000;;1;;;;;;;;;;1
20240518;05;2024;7770737;1;1;01;05;1;1098.2278851;05;2;1;4;1;2;1;1;1;3;1;1;2;1;1;1;1;1;1;3;3;;;;;550000;;1;;;;;;;;;;2
20240518;05;2024;7770738;1;1;01;05;1;1135.2113559;05;2;1;4;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;3;1;;;120000000;300000;;;;;;;;;;1;;;2
20240518;05;2024;7770740;1;1;01;05;1;968.51821515;05;2;1;4;1;2;1;1;1;3;1;1;4;2;1;1;1;1;1;3;1;;;98;500000;;;;;;;;;;1;;;4
20240518;05;2024;7770741;1;1;01;05;1;1140.5122806;05;2;1;4;1;1;1;1;1;2;1;1;3;2;1;1;1;1;1;3;6;;;;550000;;;1;;;;;;;;;;1
