PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSCY;DSI;P7250;P7280;P744;P3074;P7260;P1806;P7430;P7440S1;P7440S2;P7450;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4;P7440
20240522;05;2024;7770615;1;2;1;70;;1;331.37721105;05;1;;;;;;;;;1;60;0;5;1;10;2;3;;2;;.;8153;15;1513;
20240518;05;2024;7770617;1;1;1;70;05;1;1422.9880207;05;1;;;;;;;;;1;48;0;5;2;10;2;3;;2;;.;2131;86;8610;
20240518;05;2024;7770618;1;1;1;70;05;1;1243.7321062;05;1;;;;;;;;;1;360;0;5;1;10;2;3;;2;;.;1221;14;1410;
20240518;05;2024;7770619;1;4;1;70;05;1;1474.1998875;05;1;;;;;;;;;1;180;0;5;4;10;2;3;;2;;.;2310;85;8544;
20240518;05;2024;7770619;1;5;1;70;05;1;1474.1998875;05;1;;;;;;;;;1;480;0;5;4;1;2;2;;2;;.;5120;56;5619;
20240518;05;2024;7770621;1;2;1;70;05;1;1433.5137996;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770624;1;2;1;70;05;1;1294.943973;05;;2;1;208;1;;;48;2500000;1;60;0;8;1;10;2;1;1;2;;3322;1346;64;6412;
20240518;05;2024;7770624;1;4;1;70;05;1;1294.943973;05;1;;;;;;;;;1;144;0;4;5;2;2;2;;2;;.;1420;47;4752;
20240518;05;2024;7770625;1;1;1;70;05;1;1451.314068;05;1;;;;;;;;;2;;;;;;;1;1;2;;.;.;;.;
20240518;05;2024;7770625;1;2;1;70;05;1;1451.314068;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770625;1;3;1;70;05;1;1451.314068;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770626;1;1;1;70;05;1;1147.8347334;05;1;;;;;;;;;1;240;0;9;1;6;2;2;;2;;.;2634;85;8530;
20240518;05;2024;7770626;1;2;1;70;05;1;1147.8347334;05;1;;;;;;;;;1;264;0;5;1;10;2;3;;2;;.;3341;65;6511;
20240518;05;2024;7770627;1;2;1;70;05;1;1422.9880207;05;1;;;;;;;;;1;108;5;5;2;10;2;3;;2;;.;4132;84;8412;
20240518;05;2024;7770628;1;1;1;70;05;1;1495.3658225;05;1;;;;;;;;;1;144;5;5;1;3;2;3;;2;;.;5223;10;1089;
20240518;05;2024;7770628;1;2;1;70;05;1;1495.3658225;05;1;;;;;;;;;1;120;5;5;5;3;2;3;;2;;.;5223;10;1089;
20240518;05;2024;7770629;1;1;1;70;05;1;1054.393104;05;1;;;;;;;;;1;5;0;8;4;1;2;2;;2;;.;7531;14;1410;
20240518;05;2024;7770629;1;2;1;70;05;1;1054.393104;05;1;;;;;;;;;1;5;0;8;1;10;2;2;;2;;.;5321;86;8621;
20240518;05;2024;7770630;1;1;1;70;05;1;1039.3893633;05;1;;;;;;;;;1;96;1;3;4;1;2;3;;2;;.;9111;81;8121;
20240518;05;2024;7770630;1;2;1;70;05;1;1039.3893633;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770632;1;3;1;70;05;1;1116.3966337;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770633;1;1;1;70;05;1;1143.9947806;05;;1;1;3;1;;;47;6800000;1;0;3;8;1;10;2;1;1;1;6900000;2211;2211;86;8621;
20240518;05;2024;7770633;1;5;1;70;05;1;1143.9947806;05;1;;;;;;;;;1;168;0;4;1;10;2;2;;2;;.;5321;86;8610;
20240518;05;2024;7770636;1;1;1;70;05;1;1135.3997765;05;1;;;;;;;;;1;228;2;8;1;10;2;3;;2;;.;5230;47;4719;
20240518;05;2024;7770636;1;2;1;70;05;1;1135.3997765;05;1;;;;;;;;;1;12;2;5;1;10;2;3;;2;;.;5223;47;4773;
20240518;05;2024;7770636;1;3;1;70;05;1;1135.3997765;05;1;;;;;;;;;1;60;2;8;1;10;2;2;;2;;.;9334;47;4719;
20240518;05;2024;7770638;1;1;1;70;05;1;982.036383;05;1;;;;;;;;;1;300;0;5;1;8;2;3;;2;;.;8153;14;1410;
20240518;05;2024;7770638;1;2;1;70;05;1;982.036383;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770639;1;2;1;70;05;1;1126.0051435;05;;2;1;48;4;;;47;1300000;1;12;3;8;4;1;2;2;;2;;9111;9111;97;9700;
20240518;05;2024;7770640;1;1;1;70;05;1;1107.9825575;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770642;1;2;1;70;05;1;1346.6376273;05;1;;;;;1;;24;500000;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770645;1;1;1;70;05;1;1411.6335072;05;;2;1;24;1;;;48;1300000;1;6;5;8;1;10;2;2;;2;;9112;9412;56;5629;
20240518;05;2024;7770648;1;2;1;70;05;1;1136.2415539;05;1;;;;;;;;;1;144;0;4;1;9;2;3;;2;;.;3343;45;4520;
20240518;05;2024;7770652;1;1;1;70;05;1;1145.226837;05;1;;;;;;;;;1;120;5;5;1;3;2;3;;2;;.;9112;31;3110;
20240518;05;2024;7770653;1;3;1;70;05;1;1330.0980355;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770658;1;1;1;70;05;1;1473.0545745;05;1;;;;;;;;;1;276;0;5;4;1;2;2;;2;;.;7531;14;1410;
20240518;05;2024;7770659;1;2;1;70;05;1;1341.7778457;05;1;;;;;;;;;1;6;0;3;1;10;2;2;;2;;.;5223;47;4771;
20240518;05;2024;7770660;1;1;1;70;05;1;1812.0760104;05;;1;1;4;1;;;47;3800000;1;1;0;7;1;10;2;1;1;1;4000000;2161;2161;71;7111;
20240518;05;2024;7770662;1;1;1;70;05;1;905.64380117;05;1;;;;;;;;;1;60;0;5;1;5;2;3;;2;;.;1420;96;9602;
20240518;05;2024;7770662;1;2;1;70;05;1;905.64380117;05;1;;;;;;;;;1;15;0;4;1;10;2;2;;2;;.;4222;82;8220;
20240518;05;2024;7770663;1;1;1;70;05;1;1736.3156179;05;1;;;;;;;;;1;240;0;3;4;1;2;2;;2;;.;9112;81;8121;
20240518;05;2024;7770663;1;2;1;70;05;1;1736.3156179;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770663;1;3;1;70;05;1;1736.3156179;05;1;;;;;;;;;1;96;0;2;1;2;2;2;;2;;.;5223;47;4771;
20240518;05;2024;7770665;1;2;1;70;05;1;1343.7665116;05;1;;;;;1;;24;2000000;1;48;0;8;4;1;2;2;;2;;.;5329;86;8622;
20240518;05;2024;7770666;1;2;1;70;05;1;1476.2444856;05;1;;;;;;;;;1;240;0;5;1;10;2;2;;2;;.;2631;69;6910;
20240518;05;2024;7770667;1;1;1;70;05;1;1711.9345393;05;1;;;;;;;;;1;48;5;7;4;7;2;2;;2;;.;2411;68;6810;
20240518;05;2024;7770669;1;1;1;70;05;1;1812.0760104;05;;2;1;20;1;;;48;8000000;1;5;5;9;4;10;2;2;;2;;2141;2141;85;8544;
20240518;05;2024;7770670;1;1;1;70;05;1;866.13322122;05;1;;;;;;;;;1;220;0;5;2;10;2;3;;2;;.;1324;85;8544;
20240518;05;2024;7770672;1;1;1;70;05;1;976.00335573;05;1;;;;;;;;;1;216;2;5;2;10;2;3;;2;;.;2341;85;8530;
20240518;05;2024;7770672;1;2;1;70;05;1;976.00335573;05;1;;;;;;;;;1;60;2;3;4;1;2;1;2;2;;.;5141;96;9602;
20240518;05;2024;7770672;1;3;1;70;05;1;976.00335573;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770674;1;1;1;70;05;1;997.18430175;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770675;1;1;1;70;05;1;1892.0189265;05;1;;;;;;;;;1;24;0;5;2;10;2;3;;2;;.;4110;85;8544;
20240518;05;2024;7770676;1;1;1;70;05;1;1661.9738363;05;1;;;;;;;;;1;660;0;3;1;2;2;2;;2;;.;5223;47;4759;
20240518;05;2024;7770677;1;1;1;70;05;1;957.67372179;05;1;;;;;;;;;1;36;2;5;2;10;2;3;;2;;.;1345;85;8530;
20240518;05;2024;7770677;1;2;1;70;05;1;957.67372179;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770679;1;1;1;70;05;1;1869.7205658;05;1;;;;;;;;;1;48;0;3;1;2;2;2;;2;;.;7531;14;1410;
20240518;05;2024;7770681;1;1;1;70;05;1;1452.3613512;05;1;;;;;;;;;1;240;5;4;4;1;2;2;;2;;.;7531;14;1410;
20240518;05;2024;7770681;1;4;1;70;05;1;1452.3613512;05;1;;;;;;;;;1;5;5;8;1;10;2;2;;2;;.;5223;47;4772;
20240518;05;2024;7770682;1;2;1;70;05;1;2227.1446001;05;1;;;;;2;2;;1462000;1;7;0;3;4;1;2;2;;2;;.;5221;47;4711;
20240518;05;2024;7770684;1;2;1;70;05;1;1556.2176959;05;1;;;;;;;;;1;6;1;5;1;5;2;3;;2;;.;9313;42;4290;
20240518;05;2024;7770685;1;1;1;70;05;1;1286.2279565;05;1;;;;;;;;;1;130;0;4;2;10;2;3;;2;;.;5412;84;8423;
20240518;05;2024;7770686;1;2;1;70;05;1;1223.335223;05;;1;1;2;1;;;47;1300000;1;0;2;8;1;3;2;2;;1;720000;9333;8141;22;2219;
20240518;05;2024;7770687;1;1;1;70;05;1;3935.0732593;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770689;1;1;1;70;05;1;830.98691813;05;1;;;;;;;;;1;372;0;5;2;10;2;3;;2;;.;3313;84;8412;
20240518;05;2024;7770690;1;1;1;70;05;1;1765.5453158;05;1;;;;;;;;;1;99;1;3;1;10;2;2;;2;;.;8151;13;1312;
20240518;05;2024;7770690;1;2;1;70;05;1;1765.5453158;05;1;;;;;;;;;1;160;1;4;3;1;2;2;;2;;.;9111;97;9700;
20240518;05;2024;7770692;1;1;1;70;05;1;830.98691813;05;1;;;;;;;;;1;240;5;3;4;1;2;2;;2;;.;9111;81;8121;
20240518;05;2024;7770694;1;1;1;70;05;1;946.00946323;05;;2;1;52;1;;;48;1500000;1;0;2;8;4;1;2;2;;1;900000;9313;7131;43;4330;
20240518;05;2024;7770694;1;2;1;70;05;1;946.00946323;05;1;;;;;;;;;1;180;0;4;3;1;2;2;;2;;.;9111;97;9700;
20240518;05;2024;7770695;1;1;1;70;05;1;1077.639985;05;;2;1;36;1;;;48;1500000;1;4;0;4;4;1;2;2;;2;;1412;8323;49;4921;
20240518;05;2024;7770696;1;1;1;70;05;1;1208.7082445;05;1;;;;;;;;;1;150;0;5;2;10;2;3;;2;;.;4120;84;8422;
20240518;05;2024;7770699;1;1;1;70;05;1;1513.4095914;05;;2;1;104;1;;;48;1462000;1;60;0;4;7;2;2;2;;2;;9520;9211;01;0123;
20240518;05;2024;7770700;1;1;1;70;05;1;2589.4685102;05;1;;;;;;;;;1;60;0;9;4;1;2;3;;2;;.;9520;47;4781;
20240518;05;2024;7770702;1;1;1;70;05;1;3552.5062558;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770703;1;2;1;70;05;1;7849.1276997;05;1;;;;;;;;;1;84;0;3;1;4;2;2;;2;;.;5230;47;4711;
20240518;05;2024;7770704;1;2;1;70;05;1;1261.345951;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770709;1;2;1;70;05;1;1765.5453158;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770713;1;1;1;70;05;1;3196.3351952;05;1;;;;;;;;;1;24;0;5;1;5;2;3;;2;;.;4311;69;6920;
20240518;05;2024;7770716;1;3;1;70;05;1;848.35905683;05;;1;1;4;1;;;47;1400000;1;10;0;8;1;8;2;2;;2;;5223;5322;87;8730;
20240518;05;2024;7770718;1;1;1;70;05;1;825.74529198;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770718;1;2;1;70;05;1;825.74529198;05;1;;;;;;;;;1;72;5;3;1;9;2;3;;2;;.;3344;86;8610;
20240518;05;2024;7770718;1;3;1;70;05;1;825.74529198;05;1;;;;;;;;;1;24;5;3;4;1;2;2;;2;;.;8324;49;4921;
20240518;05;2024;7770719;1;3;1;70;05;1;1001.2353574;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770721;1;1;1;70;05;1;805.80549637;05;1;;;;;;;;;1;180;0;5;1;9;2;3;;2;;.;4311;45;4541;
20240518;05;2024;7770724;1;2;1;70;05;1;1279.368537;05;1;;;;;;;;;1;144;5;1;3;2;2;2;;2;;.;9111;97;9700;
20240518;05;2024;7770724;1;3;1;70;05;1;1279.368537;05;;2;1;32;1;;;48;1800000;1;8;5;1;1;7;2;2;;2;;8332;8332;49;4923;
20240518;05;2024;7770725;1;1;1;70;05;1;1279.368537;05;;1;1;3;1;;;48;1462000;1;12;0;4;4;1;2;2;;2;;5223;5141;96;9602;
20240518;05;2024;7770725;1;2;1;70;05;1;1279.368537;05;1;;;;;;;;;1;150;0;5;1;10;2;3;;2;;.;4321;10;1082;
20240518;05;2024;7770729;1;4;1;70;05;1;1387.157118;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770730;1;1;1;70;05;1;3730.2405046;05;1;;;;;;;;;1;5;0;3;1;5;2;2;;2;;.;5223;77;7710;
20240518;05;2024;7770731;1;1;1;70;05;1;5118.5300238;05;;2;1;208;1;;;47;2200000;1;4;5;8;1;4;2;2;;2;;2143;5131;56;5619;
20240518;05;2024;7770735;1;1;1;70;05;1;1128.5070991;05;1;;;;;;;;;1;360;0;3;4;1;2;2;;2;;.;9112;81;8121;
20240518;05;2024;7770735;1;3;1;70;05;1;1128.5070991;05;;2;1;16;1;;;48;1300000;1;4;0;8;1;8;2;2;;2;;9313;9313;01;0145;
20240518;05;2024;7770738;1;2;1;70;05;1;1135.2113559;05;1;;;;;1;;18;160000;1;5;0;8;4;2;2;2;;2;;.;9520;47;4782;
20240518;05;2024;7770740;1;4;1;70;05;1;968.51821515;05;;1;1;4;1;;;48;1300000;1;12;0;3;1;2;2;2;;2;;5120;5131;56;5613;
20240518;05;2024;7770741;1;1;1;70;05;1;1140.5122806;05;;1;1;2;1;;;47;1300000;1;0;2;6;1;2;2;2;;1;2000000;5223;5223;46;4631;
20240518;05;2024;7770742;1;3;1;70;05;1;1060.448821;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770745;1;2;1;70;05;1;5548.6284721;05;1;;;;;2;5;;1500000;1;36;1;3;1;10;2;2;;2;;.;4222;82;8220;
20240518;05;2024;7770747;1;2;1;70;05;1;2041.6382609;05;1;;;;;;;;;1;36;0;8;1;3;2;2;;2;;.;5223;47;4711;
20240518;05;2024;7770749;1;2;1;70;05;1;1177.6568697;05;1;;;;;;;;;1;120;5;4;1;9;2;2;;2;;.;2330;85;8530;
20240518;05;2024;7770750;1;1;1;70;05;1;965.85305629;05;;1;1;4;1;;;48;1300000;1;1;1;6;4;1;2;2;;2;;7112;7111;41;4111;
20240518;05;2024;7770750;1;4;1;70;05;1;965.85305629;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770751;1;1;1;70;05;1;1405.3147115;05;1;;;;;;;;;1;204;5;5;1;10;2;3;;2;;.;8153;14;1410;
20240518;05;2024;7770752;1;3;1;70;05;1;1337.5344651;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770754;1;1;1;70;08;1;690.01370496;08;1;;;;;;;;;1;96;1;4;4;1;2;3;;2;;.;7522;31;3110;
20240518;05;2024;7770756;1;2;1;70;08;1;944.34330755;08;1;;;;;;;;;1;4;1;8;3;1;2;2;;2;;.;9111;97;9700;
20240518;05;2024;7770757;1;1;1;70;08;1;1886.6733851;08;1;;;;;1;;48;1300000;1;36;0;4;4;1;2;2;;2;;.;9411;56;5619;
20240518;05;2024;7770758;1;1;1;70;08;1;1326.7020574;08;1;;;;;2;5;;1300000;1;1;0;4;4;1;2;2;;1;24000;.;5221;47;4724;
20240518;05;2024;7770758;1;2;1;70;08;1;1326.7020574;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770758;1;3;1;70;08;1;1326.7020574;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770758;1;5;1;70;08;1;1326.7020574;08;1;;;;;1;;24;1300000;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770761;1;1;1;70;11;1;3039.7623365;11;1;;;;;;;;;1;108;0;7;5;2;2;3;;2;;.;1412;56;5611;
20240518;05;2024;7770762;1;2;1;70;11;1;3553.1275246;11;1;;;;;;;;;1;60;1;3;4;1;2;2;;2;;.;9111;81;8121;
20240518;05;2024;7770763;1;1;1;70;11;1;3584.0243182;11;;2;1;24;1;;;47;6000000;1;6;0;7;4;10;2;2;;2;;3521;3521;59;5911;
20240518;05;2024;7770763;1;4;1;70;11;1;3584.0243182;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770764;1;1;1;70;11;1;4745.540768;11;1;;;;;;;;;1;120;0;5;2;10;2;3;;2;;.;3343;84;8424;
20240518;05;2024;7770765;1;1;1;70;11;1;3874.7068787;11;1;;;;;;;;;1;1;0;7;4;1;2;2;;1;400000;.;9111;81;8121;
20240518;05;2024;7770766;1;2;1;70;11;1;4361.1396024;11;1;;;;;;;;;1;480;0;3;1;10;2;3;;2;;.;8183;10;1082;
20240518;05;2024;7770769;1;1;1;70;11;1;2334.6754024;11;1;;;;;;;;;1;360;0;3;6;3;2;2;;2;;.;3122;31;3110;
20240518;05;2024;7770769;1;3;1;70;11;1;2334.6754024;11;1;;;;;1;;47;98;1;120;0;8;2;10;2;2;;2;;.;7322;18;1811;
20240518;05;2024;7770769;1;4;1;70;11;1;2334.6754024;11;1;;;;;;;;;1;24;0;8;4;5;2;2;;2;;.;2166;87;8730;
20240518;05;2024;7770770;1;1;1;70;11;1;1977.0503418;11;1;;;;;;;;;1;150;0;5;1;8;2;3;;2;;.;5414;42;4290;
20240518;05;2024;7770770;1;2;1;70;11;1;1977.0503418;11;1;;;;;;;;;1;180;0;4;4;1;2;2;;2;;.;7531;14;1410;
20240518;05;2024;7770770;1;5;1;70;11;1;1977.0503418;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770771;1;1;1;70;11;1;3136.6350264;11;1;;;;;;;;;1;0;2;7;3;1;2;2;;1;400000;.;9111;97;9700;
20240518;05;2024;7770772;1;2;1;70;11;1;4280.5767602;11;;1;1;4;1;;;48;1000000;1;8;0;4;1;5;2;2;;2;;8153;8153;14;1410;
20240518;05;2024;7770773;1;2;1;70;11;1;2425.4357286;11;1;;;;;;;;;1;24;0;3;4;1;2;2;;2;;.;5212;47;4781;
20240518;05;2024;7770773;1;4;1;70;11;1;2425.4357286;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770774;1;2;1;70;11;1;5284.662667;11;;1;1;12;1;;;48;1600000;2;;;;;;;2;;2;;2641;;;;
20240518;05;2024;7770775;1;1;1;70;11;1;3152.3461267;11;1;;;;;;;;;1;96;0;1;1;2;2;2;;2;;.;9112;52;5229;
20240518;05;2024;7770777;1;1;1;70;11;1;3209.9928242;11;1;;;;;;;;;1;12;0;5;1;7;2;3;;2;;.;4120;14;1410;
20240518;05;2024;7770777;1;2;1;70;11;1;3209.9928242;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770777;1;3;1;70;11;1;3209.9928242;11;1;;;;;;;;;1;18;0;5;1;7;2;3;;2;;.;4110;14;1410;
20240518;05;2024;7770778;1;1;1;70;11;1;4100.2487503;11;;2;1;104;1;;;48;5000000;1;24;0;8;1;6;2;2;;2;;2512;2512;21;2100;
20240518;05;2024;7770779;1;1;1;70;11;1;2976.0783234;11;1;;;;;;;;;1;120;0;4;1;10;2;3;;2;;.;5414;64;6412;
20240518;05;2024;7770779;1;2;1;70;11;1;2976.0783234;11;1;;;;;;;;;1;216;0;3;4;1;2;2;;2;;.;5223;47;4771;
20240518;05;2024;7770780;1;2;1;70;11;1;3889.3983531;11;1;;;;;1;;16;320000;1;3;0;8;1;10;2;2;;2;;.;4222;82;8220;
20240518;05;2024;7770782;1;3;1;70;11;1;3141.0212323;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770783;1;1;1;70;11;1;2333.6390118;11;1;;;;;1;;40;1000000;1;4;0;4;4;1;2;2;;2;;.;9112;81;8121;
20240518;05;2024;7770783;1;2;1;70;11;1;2333.6390118;11;1;;;;;;;;;1;5;0;2;1;2;2;2;;2;;.;5131;56;5611;
20240518;05;2024;7770786;1;1;1;70;11;1;2812.4031618;11;1;;;;;1;;12;420000;1;6;0;6;4;4;2;2;;1;200000;.;5131;56;5611;
20240518;05;2024;7770788;1;3;1;70;11;1;4710.0536569;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770790;1;3;1;70;11;1;2908.3529928;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770792;1;3;1;70;11;1;2908.8810432;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770792;1;4;1;70;11;1;2908.8810432;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770793;1;4;1;70;11;1;3944.6630433;11;;1;1;4;1;;;55;3000000;1;10;0;6;1;2;2;2;;2;;7132;7132;45;4520;
20240518;05;2024;7770794;1;4;1;70;11;1;2640.1886741;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770797;1;1;1;70;11;1;3940.4326584;11;1;;;;;;;;;1;74;0;7;1;3;2;2;;2;;.;7131;41;4111;
20240518;05;2024;7770800;1;2;1;70;11;1;3051.5369265;11;1;;;;;;;;;1;12;0;1;3;1;2;2;;2;;.;9111;97;9700;
20240518;05;2024;7770800;1;3;1;70;11;1;3051.5369265;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770802;1;2;1;70;11;1;2115.2951135;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770802;1;3;1;70;11;1;2115.2951135;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770803;1;4;1;70;11;1;2477.3962353;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770805;1;2;1;70;11;1;3891.4334184;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770808;1;1;1;70;11;1;3249.2666995;11;;1;1;8;2;;;47;2000000;1;36;0;8;2;10;2;2;;2;;4110;4110;84;8413;
20240518;05;2024;7770808;1;2;1;70;11;1;3249.2666995;11;1;;;;;;;;;1;24;0;5;2;10;2;3;;2;;.;4110;84;8413;
20240518;05;2024;7770808;1;4;1;70;11;1;3249.2666995;11;1;;;;;1;;47;2000000;1;6;0;4;1;9;2;2;;2;;.;4222;82;8220;
20240518;05;2024;7770809;1;1;1;70;11;1;3205.1783379;11;1;;;;;;;;;1;132;0;5;3;1;2;3;;2;;.;9111;97;9700;
20240518;05;2024;7770809;1;3;1;70;11;1;3205.1783379;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770810;1;3;1;70;11;1;4050.1916491;11;;1;1;4;1;;;20;600000;2;;;;;;;2;;2;;5223;;;;
20240518;05;2024;7770811;1;1;1;70;11;1;3733.0806934;11;1;;;;;;;;;1;144;0;5;1;10;2;3;;2;;.;8323;86;8610;
20240518;05;2024;7770811;1;2;1;70;11;1;3733.0806934;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770811;1;3;1;70;11;1;3733.0806934;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770812;1;1;1;70;11;1;3490.6572518;11;;1;1;2;1;;;47;1300000;1;2;0;8;1;10;2;2;;2;;6113;3257;01;0125;
20240518;05;2024;7770812;1;3;1;70;11;1;3490.6572518;11;;1;1;4;1;;;47;1300000;2;;;;;;;2;;2;;5223;;;;
20240518;05;2024;7770812;1;4;1;70;11;1;3490.6572518;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770814;1;1;1;70;11;1;3968.1044312;11;1;;;;;;;;;1;300;0;3;4;1;2;2;;2;;.;6122;01;0144;
20240518;05;2024;7770815;1;1;1;70;11;1;3348.0881138;11;1;;;;;;;;;1;72;0;4;4;1;2;2;;2;;.;8323;49;4923;
20240518;05;2024;7770815;1;2;1;70;11;1;3348.0881138;11;1;;;;;1;;60;1300000;2;;;;;;;2;;1;210000;.;.;;.;
20240518;05;2024;7770818;1;3;1;70;11;1;3083.6922473;11;;1;1;6;1;;;40;1300000;2;;;;;;;2;;2;;9313;;;;
20240518;05;2024;7770818;1;4;1;70;11;1;3083.6922473;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7770821;1;1;1;70;11;1;3551.8146388;11;1;;;;;;;;;1;240;0;3;1;5;2;2;;2;;.;5131;10;1081;
