PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P70;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5222S1;P5222S2;P5222S3;P5222S4;P5222S5;P5222S6;P5222S7;P5222S8;P5222S9;P5222S10;P5222S8A1;P6008
20240623;06;2024;7799040;1;1;01;11;1;6431.4746901;11;2;1;4;1;5;1;1;1;3;1;1;6;1;1;1;1;1;1;3;3;;;;;6500000;;1;;;;;1;;;;;2
20240623;06;2024;7799041;1;1;01;11;1;5577.256847;11;2;1;4;1;5;1;1;1;3;1;1;3;1;1;1;1;1;1;3;4;;;;3200000;;;1;;;;;;;;;;1
20240623;06;2024;7799042;1;1;01;11;1;5483.7042407;11;2;1;4;1;5;1;1;1;3;1;1;4;2;1;1;1;1;1;3;2;;4000000;900000000;4000000;;;1;1;;;;1;;;;;3
20240623;06;2024;7799043;1;1;01;11;1;5914.5830076;11;2;1;6;1;5;1;1;1;3;1;1;3;1;1;1;1;1;1;3;1;;;500000000;3000000;;;1;1;;;;1;;;;;2
20240623;06;2024;7799044;1;1;01;11;1;5346.0759172;11;2;1;4;1;5;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;900000000;4000000;;;1;1;;;;1;;;;;3
20240623;06;2024;7799045;1;1;01;11;1;4721.0571981;11;2;1;4;1;2;1;1;1;3;1;1;2;1;1;1;1;10;1;3;4;;;;500000;;;1;;1;;;;;;;;1
20240623;06;2024;7799046;1;1;01;11;1;3976.3671108;11;2;1;4;1;1;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;150000000;500000;;;1;;;;;1;;;;;3
20240623;06;2024;7799047;1;1;01;11;1;5577.256847;11;2;1;4;1;5;1;1;1;3;1;1;5;1;1;1;1;1;1;3;1;;;800000000;5000000;;;1;;;;;;;;;;1
20240623;06;2024;7799048;1;1;01;11;1;6431.4746901;11;2;1;4;1;5;1;1;1;3;1;1;5;1;1;1;1;1;1;3;4;;;;2500000;;;1;;;;;1;;;;;2
20240623;06;2024;7799049;1;1;01;11;1;5577.256847;11;2;1;6;1;5;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;3700000;;1;;;;;;;;;;1
20240623;06;2024;7799050;1;1;01;11;1;5008.7497567;11;2;1;6;1;5;1;1;1;3;1;1;6;2;1;1;1;10;1;3;4;;;;2000000;;;1;1;;;;1;;;;;2
20240623;06;2024;7799052;1;1;01;13;1;455.86442638;13;2;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;99;800000;;;1;;;;;;;;;;2
20240623;06;2024;7799053;1;1;01;13;1;552.7391733;13;2;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;3;3;7;FAMILIAR;;;700000;;;1;;;;;;;;;;4
20240623;06;2024;7799054;1;1;01;13;1;372.31061434;13;2;1;4;1;3;1;1;1;3;1;1;2;1;1;1;1;1;3;3;3;;;;;550000;;1;;;;;;;;;;2
20240623;06;2024;7799055;1;1;01;13;1;627.74854053;13;1;1;4;1;1;1;1;1;3;1;1;4;2;1;1;1;1;3;3;3;;;;;500000;;1;;;;;;;;;;5
20240623;06;2024;7799056;1;1;01;13;1;404.24025177;13;1;1;4;1;1;1;1;1;3;1;1;4;3;1;1;1;1;3;3;3;;;;;450000;;;;;;;;;1;;;6
20240623;06;2024;7799057;1;1;01;13;1;425.06698325;13;2;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;3;3;3;;;;;600000;;1;;;;;;;;;;3
20240623;06;2024;7799058;1;1;01;13;1;294.26102609;13;2;1;4;1;3;1;1;1;3;1;1;4;1;1;1;1;1;1;3;3;;;;;1200000;;1;;;;;;;;;;2
20240623;06;2024;7799059;1;1;01;13;1;297.55056647;13;2;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;1;3;3;;;;;1150000;;1;;;;;;;;;;4
20240623;06;2024;7799060;1;1;01;13;1;232.4264442;13;2;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;98;900000;;;1;;;;;;;;;;3
20240623;06;2024;7799061;1;1;01;13;1;409.6757856;13;2;1;4;1;3;1;1;1;3;1;1;3;1;1;1;1;1;3;3;3;;;;;600000;;1;;;;;;;;;;2
20240623;06;2024;7799062;1;1;01;13;1;344.3609971;13;1;1;4;1;3;1;1;1;3;1;1;4;2;1;1;1;1;1;3;3;;;;;900000;;1;;;;;1;;;;;3
20240623;06;2024;7799063;1;1;01;13;1;428.08001406;13;1;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;1;3;3;;;;;800000;;1;;;;;;;;;;6
20240623;06;2024;7799064;1;1;01;13;1;174.75129164;13;1;1;4;1;3;1;1;1;3;1;1;6;4;1;1;1;1;1;3;1;;;400000000;1500000;;;1;;;;;;;;;;5
20240623;06;2024;7799065;1;1;01;13;1;257.04590309;13;1;1;4;1;3;1;1;1;3;1;1;6;4;1;1;1;1;1;3;6;;;;800000;;;1;;;;;;;;;;6
20240623;06;2024;7799066;1;1;01;13;1;361.26285774;13;1;1;2;1;3;1;1;1;3;1;1;5;3;1;1;1;1;1;3;1;;;98;98;;;1;;;;;;;;;;2
20240623;06;2024;7799067;1;1;01;13;1;542.58676785;13;2;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;3;3;7;FAMILIAR;;;700000;;;1;;;;;;;;;;3
20240623;06;2024;7799068;1;1;01;13;1;514.34457062;13;2;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;1;3;3;;;;;750000;;;;;;;;;1;;;7
20240623;06;2024;7799069;1;1;01;13;1;540.82020463;13;1;1;4;1;1;1;1;1;3;1;1;3;1;1;1;1;1;1;3;1;;;130000000;400000;;;1;;;;;;;;;;1
20240623;06;2024;7799070;1;1;01;13;1;451.28889785;13;2;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;700000;;;;;;;;;1;;;2
20240623;06;2024;7799071;1;1;01;13;1;527.39053895;13;2;1;4;1;3;1;1;1;3;1;1;3;1;1;1;1;1;3;3;3;;;;;600000;;1;;;;;;;;;;1
20240623;06;2024;7799072;1;1;01;13;1;358.16966674;13;1;1;4;1;3;1;1;1;3;1;1;4;1;1;1;1;1;1;3;4;;;;800000;;;1;;;;;;;;;;1
20240623;06;2024;7799073;1;1;01;13;1;434.06941428;13;1;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;750000;;1;;;;;;;;;;3
20240623;06;2024;7799074;1;1;01;13;1;295.99931152;13;1;1;4;1;3;1;1;1;3;1;1;8;4;1;1;1;1;1;3;1;;;500000000;2500000;;;1;;;;;1;;;;;5
20240623;06;2024;7799075;1;1;01;13;1;644.59308021;13;1;1;2;1;1;1;1;1;3;1;1;3;2;1;1;1;1;1;3;4;;;;500000;;;1;;;;;;;;;;3
20240623;06;2024;7799076;1;1;01;13;1;355.74668561;13;1;1;2;1;3;1;1;1;3;1;1;5;3;1;1;1;1;1;3;3;;;;;900000;;1;;;;;;;;;;3
20240623;06;2024;7799077;1;1;01;13;1;364.6915411;13;1;1;2;1;3;1;1;1;2;1;1;5;2;1;1;1;1;1;3;1;;;170000000;700000;;;1;;;;;;;;;;2
20240623;06;2024;7799078;1;1;01;13;1;311.281657;13;1;1;4;1;3;1;1;1;3;1;3;2;1;1;1;1;1;1;3;1;;;700000000;800000;;;1;;;;;1;;;;;1
20240623;06;2024;7799078;2;2;01;13;1;311.281657;13;1;1;4;1;3;1;1;1;3;1;3;3;2;1;1;1;1;1;3;6;;;;600000;;;1;;;;;1;;;;;5
20240623;06;2024;7799078;3;3;01;13;1;311.281657;13;1;1;4;1;3;1;1;1;3;1;3;3;2;1;1;1;1;1;3;6;;;;600000;;;1;;;;;1;;;;;4
20240623;06;2024;7799079;1;1;01;13;1;668.71519554;13;1;1;4;1;1;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;120000000;450000;;;1;;;;;;;;;;5
20240623;06;2024;7799080;1;1;01;13;1;356.58728463;13;1;1;4;1;3;1;1;1;3;1;1;4;2;1;1;1;1;1;3;3;;;;;870000;;1;;;;;;;;;;2
20240623;06;2024;7799081;1;1;01;13;1;356.09560799;13;2;1;4;1;3;1;1;1;3;1;1;4;1;1;1;1;1;1;3;4;;;;800000;;;1;;;;;;;;;;1
20240623;06;2024;7799082;1;1;01;13;1;357.07896128;13;2;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;1;3;4;;;;1000000;;;1;;;;;1;;;;;3
20240623;06;2024;7799083;1;1;01;13;1;294.26102609;13;2;1;4;1;3;1;1;1;3;1;1;4;2;1;1;1;1;1;3;1;;;98;98;;;1;;;;;;;;;;2
20240623;06;2024;7799084;1;1;01;13;1;602.57074716;13;1;1;4;1;1;1;1;1;3;1;1;3;2;1;1;1;1;3;3;1;;;30000000;400000;;;1;;;;;;;;;;3
20240623;06;2024;7799085;1;1;01;13;1;480.65501636;13;1;1;4;1;1;1;1;1;3;1;1;4;3;1;1;1;1;4;3;1;;;60000000;450000;;;1;;;;;;;;;;4
20240623;06;2024;7799087;1;1;01;13;1;728.78600441;13;2;1;4;1;1;1;1;1;3;1;1;3;2;1;1;1;1;3;3;7;FAMILIAR;;;400000;;;;;;;;;;1;;;3
20240623;06;2024;7799088;1;1;01;13;1;635.92561764;13;1;1;1;1;1;1;1;1;3;1;1;3;2;1;1;1;1;1;3;4;;;;250000;;;;;;;;;;1;;;4
20240623;06;2024;7799089;1;1;01;13;1;709.5566866;13;1;1;4;1;1;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;80000000;350000;;1;1;;;;;;;;;;2
20240623;06;2024;7799090;1;1;01;13;1;474.51013118;13;1;1;4;1;1;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;415000;1;;;;;;;;;;;3
20240623;06;2024;7799091;1;1;01;13;1;357.38347551;13;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;3;3;4;;;;600000;;;1;;;;;;;;;;5
20240623;06;2024;7799092;1;1;01;13;1;345.60112833;13;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;3;3;4;;;;700000;;;1;;;;;;;;;;4
20240623;06;2024;7799093;1;1;01;13;1;244.23073775;13;2;1;4;1;2;1;1;1;3;1;1;5;4;1;1;1;1;3;3;4;;;;700000;;;1;;;;;;;;;;4
20240623;06;2024;7799094;1;1;01;13;1;319.12478305;13;2;1;4;1;2;1;1;1;3;1;1;4;3;1;1;1;1;3;3;4;;;;750000;;;1;;;;;;;;;;4
20240623;06;2024;7799095;1;1;01;13;1;655.94403925;13;2;1;2;1;1;1;1;1;3;1;1;3;2;1;1;1;1;3;3;7;FAMILIAR;;;450000;;;;;;;;;;1;;;7
20240623;06;2024;7799096;1;1;01;13;1;317.56726134;13;1;1;4;1;2;1;1;1;3;1;1;5;4;1;1;1;1;3;3;1;;;98;98;;;1;;;;;;;;;;5
20240623;06;2024;7799097;1;1;01;13;1;418.98659891;13;2;1;4;1;2;1;1;1;3;1;1;2;1;1;1;1;1;3;3;3;;;;;450000;;1;;;;;;;;;;2
20240623;06;2024;7799098;1;1;01;13;1;406.48244121;13;2;1;4;1;2;1;1;1;3;1;1;4;1;1;1;1;1;3;3;4;;;;700000;;;1;;;;;;;;;;3
20240623;06;2024;7799099;1;1;01;13;1;513.13363943;13;1;1;2;1;1;1;1;1;3;1;1;3;2;1;1;1;1;3;3;5;;;;300000;;;;;;;;;;1;;;4
20240623;06;2024;7799100;1;1;01;13;1;495.72636735;13;2;1;2;1;1;1;1;1;3;1;1;2;1;1;1;1;1;4;3;7;FAMILIAR;;;350000;;;;;;;;;;1;;;1
20240623;06;2024;7799101;1;1;01;13;1;500.75944873;13;2;1;2;1;1;1;1;1;3;1;1;2;1;1;1;1;1;6;;5;;;;150000;;;;;;;;;;1;;;1
20240623;06;2024;7799102;1;1;01;13;1;500.28208369;13;1;1;4;1;1;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;85000000;450000;;1;;;;;;;;;;;4
20240623;06;2024;7799103;1;1;01;15;1;128.85657172;15;2;1;4;1;1;1;1;1;3;1;1;4;3;1;1;1;1;1;3;4;;;;400000;;;1;;;;;;;;;;5
20240623;06;2024;7799104;1;1;01;15;1;97.301355844;15;1;1;4;1;3;1;1;1;3;1;1;4;2;1;1;1;1;1;3;3;;;;;600000;;1;;;;;;;;;;3
20240623;06;2024;7799105;1;1;01;15;1;100.93434437;15;2;1;3;1;1;1;1;1;3;1;1;4;3;1;1;1;1;1;3;1;;;100000000;500000;;;1;;;;;;;;;;3
20240623;06;2024;7799106;1;1;01;15;1;111.9359867;15;2;1;4;1;1;1;1;1;3;1;1;4;3;1;1;1;1;1;3;4;;;;400000;;;;;;;;;;1;;;3
20240623;06;2024;7799107;1;1;01;15;1;90.503841932;15;2;1;4;1;1;1;1;1;3;1;1;4;3;1;1;1;1;1;3;1;;;98000000;500000;;;1;;;;;;;;;;4
20240623;06;2024;7799108;1;1;01;15;1;122.37628116;15;1;1;4;1;2;1;1;1;3;1;1;3;1;1;1;1;1;1;3;4;;;;300000;;;;;;;;;;1;;;1
20240623;06;2024;7799109;1;1;01;15;1;72.670266595;15;1;1;4;1;3;1;1;1;3;1;1;2;2;1;1;1;1;1;3;3;;;;;430000;;;;;;;;;1;;;3
20240623;06;2024;7799110;1;1;01;15;1;104.93757131;15;1;1;4;1;2;1;1;1;3;1;1;4;3;1;1;1;1;1;3;4;;;;550000;;;1;;;;;;;;;;3
20240623;06;2024;7799111;1;1;01;15;1;72.442249535;15;1;1;4;1;1;1;1;1;3;1;1;2;1;1;1;1;1;1;3;3;;;;;450000;;1;;;;;;;;;;1
20240623;06;2024;7799112;1;1;01;15;1;105.41886203;15;1;1;4;1;1;2;2;1;3;2;1;2;2;3;1;1;2;1;4;1;;;60000000;400000;;;;;;;;;;1;;;2
20240623;06;2024;7799113;1;1;01;15;1;57.611363409;15;2;1;4;1;2;1;1;1;3;1;1;4;3;1;1;1;1;1;3;2;;2200000;80000000;500000;;;1;;1;;;;;;;;4
20240623;06;2024;7799114;1;1;01;15;1;97.574433553;15;1;1;4;1;1;1;1;1;3;1;1;5;3;1;1;1;1;1;3;1;;;120000000;400000;;;;;;;;;;1;;;4
20240623;06;2024;7799115;1;1;01;15;1;79.788168811;15;1;1;1;1;1;2;2;1;3;2;1;2;1;3;1;1;2;1;4;1;;;99;350000;;;;;;;;;;1;;;1
20240623;06;2024;7799116;1;1;01;15;1;84.84369056;15;1;1;4;1;4;1;1;1;3;1;1;4;2;1;1;1;1;1;3;1;;;360000000;1300000;;1;1;;;;;;;;;;2
